response_id,language_have_worked_with,language_want_to_work_with,database_have_worked_with,database_want_to_work_with,platform_have_worked_with,platform_want_to_work_with,web_framework_have_worked_with,web_framework_want_to_work_with,development_environment_have_worked_with,development_environment_want_to_work_with,ai_model_have_worked_with,ai_model_want_to_work_with
20349,C#;HTML/CSS;JavaScript;PowerShell;SQL;TypeScript,C#;HTML/CSS;JavaScript;PowerShell;Python;SQL;TypeScript,Microsoft SQL Server,Microsoft SQL Server;MongoDB;MySQL,Chocolatey;Heroku;Microsoft Azure;MSBuild;New Relic;npm;NuGet;Vite;Yarn,Cloudflare;Microsoft Azure;MSBuild;npm;NuGet;Vite;Yarn,ASP.NET;ASP.NET Core;Express;jQuery;Node.js;Vue.js,ASP.NET;ASP.NET Core;jQuery;Node.js;Vue.js,Notepad++;Visual Studio;Visual Studio Code,Notepad++;Visual Studio;Visual Studio Code,,
20350,Bash/Shell (all shells);Erlang;HTML/CSS;JavaScript;Python;Rust,Bash/Shell (all shells);Go;HTML/CSS;Python;Rust;TypeScript,Dynamodb;Amazon Redshift,,Amazon Web Services (AWS);APT;Cargo;Cloudflare;Docker;Pacman;Terraform;Vite,Amazon Web Services (AWS);Cargo;Docker;Pacman;Terraform,FastAPI;Flask;Vue.js,React;Svelte;Vue.js;Axum,Vim;Visual Studio Code,Vim,Anthropic: Claude Sonnet;openAI GPT (chatbot models),
20351,Bash/Shell (all shells);C++;HTML/CSS;JavaScript;Python;Rust,,,,Docker;Ninja;Pacman;Podman,,,,Jupyter Notebook/JupyterLab;Nano;Visual Studio Code,,,
20352,Go;HTML/CSS;JavaScript;Kotlin;Python;SQL;Swift;TypeScript,Go;HTML/CSS;JavaScript;Kotlin;Python;SQL;Swift;TypeScript,PostgreSQL;Redis;SQLite,PostgreSQL;Redis;SQLite,Cloudflare;Docker;Gradle;Homebrew;Kubernetes;Netlify;npm;Pip;pnpm;Vercel;Vite;Webpack;Yarn,Cloudflare;Docker;Gradle;Homebrew;Kubernetes;Netlify;npm;Pip;Vite,FastAPI;jQuery;Next.js;Node.js;React;Vue.js;WordPress,FastAPI;Node.js;React,Neovim;Visual Studio Code;Xcode;Zed,Neovim;Visual Studio Code;Zed,openAI GPT (chatbot models),openAI GPT (chatbot models)
20353,Ada;Assembly;Bash/Shell (all shells);C;C++;Fortran;Go;Lisp;Lua;OCaml,Ada;Assembly;Bash/Shell (all shells);C;Elixir;Erlang;Lisp;Lua;OCaml,,,,,,,,,,
20354,Ruby;TypeScript,,PostgreSQL;Redis,,Amazon Web Services (AWS);Homebrew,,Ruby on Rails,,Zed,,Anthropic: Claude Sonnet;openAI Reasoning models,
20355,C#;HTML/CSS;JavaScript;PHP;TypeScript,C#;HTML/CSS;JavaScript;PowerShell;TypeScript,Cassandra;MongoDB,Cosmos DB;Dynamodb;MongoDB;Redis,Amazon Web Services (AWS);Google Cloud;Microsoft Azure,Amazon Web Services (AWS),ASP.NET;ASP.NET Core;Blazor;jQuery,ASP.NET Core;Blazor,Notepad++;Visual Studio;Visual Studio Code,Visual Studio,openAI GPT (chatbot models),openAI GPT (chatbot models)
20356,Python,C++;HTML/CSS;JavaScript;Python;R,,,Microsoft Azure,Microsoft Azure,,,Visual Studio Code,Visual Studio Code,Anthropic: Claude Sonnet;openAI GPT (chatbot models);openAI Reasoning models,Anthropic: Claude Sonnet
20357,Elixir;HTML/CSS;TypeScript,Elixir,PostgreSQL,PostgreSQL,Docker;Homebrew;pnpm,Docker;Homebrew,Next.js;Phoenix;React,Phoenix,Visual Studio Code;Zed,Zed,Anthropic: Claude Sonnet;Gemini (Flash general purpose models);openAI Image generating models,
20358,Bash/Shell (all shells);HTML/CSS;Java;PowerShell;Python;R;SQL,,Oracle;Amazon Redshift,,Amazon Web Services (AWS);Yarn,,,,Jupyter Notebook/JupyterLab;Notepad++,,,
20359,,,,,,,,,,,,
20360,Bash/Shell (all shells);HTML/CSS;JavaScript;Python;SQL;TypeScript,Bash/Shell (all shells);HTML/CSS;JavaScript;Python;SQL;TypeScript,MySQL;PostgreSQL,PostgreSQL,Composer;Docker;npm;Pip,Composer;Docker;npm;Pip;Prometheus,Angular;Django,Angular;Django,Android Studio;Visual Studio Code;Xcode,Android Studio;Visual Studio Code;Xcode,,
20361,Bash/Shell (all shells);HTML/CSS;JavaScript;PHP;PowerShell;Python,Bash/Shell (all shells);HTML/CSS;PowerShell;Python,InfluxDB;MariaDB;PostgreSQL,InfluxDB;MariaDB,APT;Cargo;Chocolatey;Cloudflare;Docker;npm;NuGet,APT;Chocolatey;Cloudflare;NuGet,Django;Flask;jQuery;Node.js,Flask;jQuery;Node.js,Nano;Visual Studio Code,Nano;Visual Studio Code,,
20362,C++;Python;R,C++;Python;Rust;Swift,Cassandra;MongoDB;MySQL;PostgreSQL;Redis,Cassandra;MongoDB;PostgreSQL;Redis,Amazon Web Services (AWS);APT;Digital Ocean;Docker;Make;Microsoft Azure;npm;Pacman;Pip,Amazon Web Services (AWS);Docker;Make;Pip,,,Jupyter Notebook/JupyterLab;Vim;Visual Studio Code,Neovim;Vim;Visual Studio Code,,
20363,,,,,,,,,,,,
20364,,,,,,,,,,,,
20365,Bash/Shell (all shells);HTML/CSS;JavaScript;Python;Rust;SQL;TypeScript,Bash/Shell (all shells);HTML/CSS;Python;Rust;SQL,PostgreSQL;Redis,PostgreSQL;Redis;Valkey,APT;Cargo;Docker;Google Cloud;Kubernetes;Make;npm;Pip;Terraform;Vite,APT;Cargo;Docker;Google Cloud;Kubernetes;Pip;Terraform,Django;Flask;Vue.js,Django;Flask;Vue.js,Neovim;Vim,Neovim,,
20366,,,,,,,,,,,,
20367,Bash/Shell (all shells);Go;HTML/CSS;JavaScript;Python;SQL;TypeScript,Bash/Shell (all shells);Go;Rust;SQL;TypeScript,Dynamodb;PostgreSQL;Redis;Cockroachdb,Dynamodb;PostgreSQL;Redis,Amazon Web Services (AWS);Cloudflare;Docker;Kubernetes;npm;Terraform,Amazon Web Services (AWS);Cloudflare;Docker;Google Cloud;Kubernetes;Terraform,,,Cursor;IntelliJ IDEA;PyCharm;Vim,IntelliJ IDEA,Meta Llama (all models);Mistral AI models;openAI GPT (chatbot models);openAI Reasoning models,Gemini (Pro Reasoning models);Meta Llama (all models);Mistral AI models;openAI GPT (chatbot models);openAI Image generating models;openAI Reasoning models
20368,Bash/Shell (all shells);HTML/CSS;Java;JavaScript;Kotlin;Python;Rust;TypeScript,Bash/Shell (all shells);HTML/CSS;JavaScript;Kotlin;Rust;TypeScript,InfluxDB;MariaDB;PostgreSQL;Redis,InfluxDB;MariaDB;PostgreSQL;Redis,Amazon Web Services (AWS);Cargo;Chocolatey;Docker;Gradle;npm;Pacman;Pip;Prometheus,Cargo;Docker;Gradle;Pacman;Prometheus,Angular;Flask;Spring Boot,Angular;Spring Boot,IntelliJ IDEA;Nano,IntelliJ IDEA;Nano,openAI GPT (chatbot models);openAI Reasoning models,openAI GPT (chatbot models);openAI Reasoning models
20369,Bash/Shell (all shells);JavaScript;SQL;TypeScript,Dart;Go,BigQuery;Cloud Firestore;PostgreSQL;Redis;SQLite,Dynamodb,Ansible;Composer;Docker;Google Cloud;Heroku;npm;pnpm;Terraform;Vite;Yarn,Kubernetes,,,Cursor;Visual Studio Code;Windsurf,,Anthropic: Claude Sonnet;DeepSeek (R- Reasoning models);Gemini (Flash general purpose models);Mistral AI models;openAI GPT (chatbot models),
20370,,,,,,,,,,,,
20371,,,,,,,,,,,,
20372,HTML/CSS;JavaScript;TypeScript,HTML/CSS;TypeScript,Supabase,Supabase,,,Astro;Next.js;React,Astro;Nuxt.js;React;Vue.js,Bolt;Claude Code;Cursor;Lovable.dev;Sublime Text;Visual Studio Code;Windsurf,Cursor;Sublime Text;Visual Studio Code,Anthropic: Claude Sonnet;DeepSeek (V- General purpose models);Gemini (Flash general purpose models);openAI GPT (chatbot models),Anthropic: Claude Sonnet;openAI GPT (chatbot models)
20373,,,Dynamodb,Datomic,Amazon Web Services (AWS),Digital Ocean,Next.js;React,Laravel;Phoenix,,,DeepSeek (R- Reasoning models);Gemini (Flash general purpose models);Gemini (Pro Reasoning models);openAI GPT (chatbot models);openAI Reasoning models,DeepSeek (R- Reasoning models)
20374,Delphi,C++,Microsoft Access,,,,,,,,,
20375,C;C#;C++;Python;SQL,,Microsoft Access;Microsoft SQL Server;MySQL,,,,,,,,DeepSeek (V- General purpose models);Gemini (Flash general purpose models);openAI GPT (chatbot models),
20376,,,,,,,,,,,,
20377,Bash/Shell (all shells);Lua;Python;Rust,Bash/Shell (all shells);Lua;Python;Rust;Zig,MariaDB;PostgreSQL;SQLite;Cockroachdb,DuckDB;MariaDB;PostgreSQL;SQLite;Cockroachdb,Cargo;Docker;Make;Pacman;Pip;Podman,Cargo;Docker;Make;Pacman;Pip;Podman,FastAPI;Flask;Axum,FastAPI;Axum,Neovim;Vim;Visual Studio Code;Zed,Neovim;Zed,,
20378,Bash/Shell (all shells);C#;PowerShell;Rust;SQL,C#;Erlang;Rust,Elasticsearch;InfluxDB;Microsoft SQL Server,Elasticsearch;Microsoft SQL Server,APT;Cargo;Chocolatey;Microsoft Azure;MSBuild,Cargo,,,Rider;Visual Studio Code,Rider;RustRover;Visual Studio Code,,
20379,HTML/CSS;JavaScript;PHP;SQL;TypeScript;VBA,HTML/CSS;JavaScript;PHP;SQL;TypeScript,MariaDB;Microsoft SQL Server;Supabase,MariaDB;Microsoft SQL Server;Supabase,,,Astro;jQuery;Node.js;Symfony,Astro;jQuery;Node.js;Symfony,Visual Studio Code;Windsurf,Visual Studio Code,Gemini (Flash general purpose models);openAI GPT (chatbot models);openAI Image generating models;openAI Reasoning models,Gemini (Flash general purpose models);openAI GPT (chatbot models);openAI Image generating models;openAI Reasoning models
20380,,,,,,,,,,,,
20381,Bash/Shell (all shells);HTML/CSS;JavaScript;Ruby;TypeScript,Bash/Shell (all shells);Elixir;Go;HTML/CSS;JavaScript;Lua;Ruby;Rust,Dynamodb;Elasticsearch;MariaDB;MySQL;PostgreSQL;Redis;Snowflake;SQLite,MariaDB;MySQL;PostgreSQL;Redis;Snowflake;SQLite,,,React;Ruby on Rails;Vue.js,React;Ruby on Rails,Visual Studio Code,Aider;Visual Studio Code,openAI GPT (chatbot models);openAI Image generating models,openAI GPT (chatbot models);openAI Image generating models
20382,SQL;TypeScript,SQL;TypeScript,Supabase,Supabase,Amazon Web Services (AWS);Cloudflare;Terraform,Amazon Web Services (AWS);Cloudflare;Terraform,React,React,IntelliJ IDEA,IntelliJ IDEA,,
20383,HTML/CSS;Java;JavaScript;Python;SQL,Assembly;C;C++;HTML/CSS;Java;JavaScript;PHP;Python;R;SQL,PostgreSQL,Microsoft SQL Server;MongoDB;PostgreSQL,,,WordPress,WordPress,Eclipse;IntelliJ IDEA;Notepad++;Visual Studio Code,Eclipse;IntelliJ IDEA;Notepad++;Visual Studio Code,openAI GPT (chatbot models);Perplexity Sonar models,openAI GPT (chatbot models);Perplexity Sonar models
20384,Bash/Shell (all shells);C#;GDScript;HTML/CSS;Java;JavaScript;Python;SQL,Bash/Shell (all shells);GDScript;HTML/CSS;JavaScript;SQL,MongoDB;MySQL,MongoDB;PostgreSQL;SQLite,Datadog;Docker;Google Cloud;Microsoft Azure;Netlify;npm;Pip;Poetry;Terraform;Vite,Datadog;Microsoft Azure;Netlify;npm;Terraform;Vercel;Vite,Angular;ASP.NET Core;Flask;NestJS;Node.js;Spring Boot,Flask;NestJS;Node.js,Claude Code;Cursor;IntelliJ IDEA;Neovim;PyCharm;Visual Studio Code,Cursor;IntelliJ IDEA;Neovim;PyCharm,,
20385,Dart;Groovy;Java;Kotlin,Dart;Groovy;Java;Kotlin,Microsoft SQL Server,BigQuery;Microsoft SQL Server,,,,,Android Studio;Visual Studio Code;Xcode,Android Studio;Visual Studio Code;Xcode,,
20386,Bash/Shell (all shells);HTML/CSS;JavaScript;Kotlin;Python;SQL;TypeScript,HTML/CSS;Kotlin;Python;SQL;TypeScript,H2;PostgreSQL,H2;InfluxDB;PostgreSQL,Ansible;APT;Bun;Composer;Docker;Google Cloud;npm;Pip;Podman;Vite,Ansible;APT;Bun;Composer;Docker;Kubernetes;Pip;Podman;Vite,Node.js;Spring Boot;Vue.js,Spring Boot;Vue.js,IntelliJ IDEA;Vim,IntelliJ IDEA;Vim,,
20387,C#;JavaScript;SQL;TypeScript,C#;JavaScript;SQL;TypeScript,Cosmos DB;Dynamodb;Microsoft SQL Server;PostgreSQL,Cosmos DB;Microsoft SQL Server;PostgreSQL,Amazon Web Services (AWS);Microsoft Azure;NuGet,Amazon Web Services (AWS);Microsoft Azure,Angular;ASP.NET;ASP.NET Core;Blazor;jQuery;React,ASP.NET;ASP.NET Core;Blazor,Rider;Visual Studio;Visual Studio Code,Rider;Visual Studio;Visual Studio Code,,
20388,Groovy;Java;Kotlin;SQL,,,,,,,,,,,
20389,C#;HTML/CSS;JavaScript;Python;SQL;Visual Basic (.Net),C#;HTML/CSS;JavaScript;Python;SQL,Microsoft SQL Server;Oracle,Microsoft SQL Server;Oracle,Microsoft Azure,Microsoft Azure,ASP.NET,,Visual Studio;Visual Studio Code,Visual Studio;Visual Studio Code,,
20390,C++;JavaScript;Python;SQL;Swift,C++;Python;Swift;TypeScript,PostgreSQL,,,,Svelte,,Cursor;Visual Studio Code;Windsurf;Xcode,Cursor;Visual Studio Code;Windsurf;Xcode,,
20391,Bash/Shell (all shells);HTML/CSS;JavaScript;SQL;TypeScript,HTML/CSS;JavaScript;SQL;TypeScript,Dynamodb;PostgreSQL;Redis;Valkey,Dynamodb;PostgreSQL;Redis,Amazon Web Services (AWS);Google Cloud;npm;Vite;Webpack,Amazon Web Services (AWS);Google Cloud;npm;Vite,Node.js;React,Node.js;React,Visual Studio Code,Visual Studio Code,Gemini (Flash general purpose models);Gemini (Pro Reasoning models);openAI GPT (chatbot models);openAI Reasoning models,Gemini (Flash general purpose models);Gemini (Pro Reasoning models);openAI GPT (chatbot models);openAI Reasoning models
20392,Bash/Shell (all shells);C++;HTML/CSS;JavaScript;PHP;SQL,Bash/Shell (all shells);C++;HTML/CSS;JavaScript;PHP;SQL,MariaDB;MySQL;SQLite,MariaDB;MySQL;SQLite,,,jQuery;Node.js,jQuery;Node.js,Eclipse;Notepad++,Eclipse;Notepad++;Visual Studio Code,,
20393,Bash/Shell (all shells);C;C++;HTML/CSS;JavaScript;PHP;Python,Bash/Shell (all shells);C;C++;HTML/CSS;JavaScript;PHP;Python,MariaDB,MariaDB,APT;Docker;Make;Ninja,APT;Docker;Make;Ninja,,,Eclipse;Notepad++;Vim;Visual Studio Code,Eclipse;Notepad++;Vim;Visual Studio Code,,
20394,C#;HTML/CSS;JavaScript;Lua;PowerShell;SQL;TypeScript;VBA,C#;HTML/CSS;JavaScript;Lua;PowerShell;SQL;TypeScript,Cosmos DB;Elasticsearch;Microsoft SQL Server;MongoDB;Neo4J;PostgreSQL;Redis,Elasticsearch;Microsoft SQL Server;MongoDB;PostgreSQL;Redis,Cloudflare;Composer;Datadog;Docker;Kubernetes;Microsoft Azure;MSBuild;npm;NuGet;Prometheus;Terraform;Vite;Webpack,npm;NuGet;Vite,ASP.NET;ASP.NET Core;Express;Node.js;React;Vue.js,ASP.NET Core;Express;Node.js;React;Vue.js,Rider;Visual Studio Code,Rider;Visual Studio Code,,
20395,C#;PHP;Visual Basic (.Net),,Microsoft SQL Server;MySQL,,NuGet,,ASP.NET;ASP.NET Core;Blazor;Symfony,,Notepad++;Sublime Text;Visual Studio;Visual Studio Code,,,
20396,Bash/Shell (all shells);Dart;Elixir;Erlang;HTML/CSS;JavaScript;Kotlin;PHP;Rust;SQL;Swift;TypeScript,Bash/Shell (all shells);Dart;Elixir;Erlang;Rust;SQL,MySQL;PostgreSQL;SQLite,PostgreSQL,Amazon Web Services (AWS);APT;Cargo;Composer;Digital Ocean;Docker;Google Cloud;Gradle;Heroku;New Relic;npm;Vite;Webpack,APT;Cargo;Composer;Digital Ocean;Google Cloud;New Relic,Laravel;Phoenix;React;Vue.js,Phoenix,Claude Code;Cursor;Visual Studio Code,Claude Code;Cursor;Visual Studio Code,Anthropic: Claude Sonnet;openAI GPT (chatbot models),Anthropic: Claude Sonnet;Mistral AI models;openAI GPT (chatbot models);openAI Reasoning models
20397,HTML/CSS;JavaScript;SQL;TypeScript,HTML/CSS;JavaScript;Python;SQL;TypeScript,MongoDB;Neo4J;PostgreSQL;Supabase,PostgreSQL;Supabase,Amazon Web Services (AWS);Bun;Chocolatey;Docker;Homebrew;Microsoft Azure;Netlify;npm;Pip;pnpm;Supabase;Vercel;Vite;Webpack;Yarn,Amazon Web Services (AWS);Bun;Chocolatey;Docker;Homebrew;Microsoft Azure;Netlify;npm;Pip;pnpm;Supabase;Vercel;Vite;Webpack;Yarn,Next.js;Node.js;React,Next.js;Node.js;React;Vue.js,Bolt;Cursor;Lovable.dev;Visual Studio;WebStorm;Windsurf,Cursor;Lovable.dev;Visual Studio;WebStorm;Windsurf,,
20398,Bash/Shell (all shells);HTML/CSS;JavaScript;Python;SQL;TypeScript,Bash/Shell (all shells);Go;JavaScript;Python;Rust;TypeScript,Dynamodb;MongoDB;PostgreSQL;Redis,MongoDB;PostgreSQL;Redis;Supabase,Amazon Web Services (AWS);Docker;Homebrew;npm;Pip;pnpm,Amazon Web Services (AWS);Bun;Docker;Google Cloud;Homebrew;Kubernetes;npm;Pip;pnpm;Prometheus;Supabase;Terraform;Vercel,NestJS;Next.js;Node.js;React,FastAPI;Flask;NestJS;Next.js;Node.js;React;Svelte,Cursor;Visual Studio Code,Cursor;Visual Studio Code,Amazon Titan models;Anthropic: Claude Sonnet;DeepSeek (R- Reasoning models);DeepSeek (V- General purpose models);Gemini (Flash general purpose models);Gemini (Pro Reasoning models);Meta Llama (all models);Mistral AI models;openAI GPT (chatbot models);openAI Reasoning models,Amazon Titan models;Anthropic: Claude Sonnet;Gemini (Flash general purpose models);Gemini (Pro Reasoning models);openAI GPT (chatbot models);openAI Reasoning models
20399,Kotlin;PHP;Python;TypeScript,,MariaDB;PostgreSQL,,Docker;Homebrew;Maven (build tool);npm;Poetry,,Drupal;Vue.js,,IntelliJ IDEA;PyCharm;Visual Studio Code,,,
20400,Python;SQL,Go,Databricks SQL;Neo4J;Oracle,PostgreSQL,Amazon Web Services (AWS);Kubernetes;Microsoft Azure,,,,IntelliJ IDEA;Jupyter Notebook/JupyterLab,,,
20401,Bash/Shell (all shells);HTML/CSS;JavaScript,Bash/Shell (all shells);Go;HTML/CSS;JavaScript;Lua;Rust,MongoDB;MySQL,DuckDB;Elasticsearch;PostgreSQL;Redis;Snowflake;Pocketbase,Amazon Web Services (AWS);Cloudflare;Datadog;Digital Ocean;Docker;npm,Amazon Web Services (AWS);Bun;Cloudflare;Datadog;Digital Ocean;Docker;Podman;Vite,Angular;AngularJS;Express;Node.js,Angular;AngularJS;Deno;Express;Next.js;Node.js;Nuxt.js;React;Vue.js,Neovim;Vim;Windsurf,Aider;Claude Code;Cursor;Neovim;Vim,Alibaba Cloud Qwen models;Meta Llama (all models);openAI GPT (chatbot models),Alibaba Cloud Qwen models;Anthropic: Claude Sonnet;Meta Llama (all models);Microsoft Phi-4 models;Mistral AI models;openAI GPT (chatbot models)
20402,Bash/Shell (all shells);C#;Go;Groovy;HTML/CSS;Java;JavaScript;MicroPython;PowerShell;Python;Rust;SQL;TypeScript,Bash/Shell (all shells);Go;Kotlin;Python;Rust;TypeScript,IBM DB2;Microsoft SQL Server;MongoDB;PostgreSQL;Redis;SQLite,PostgreSQL,Amazon Web Services (AWS);Ansible;Cargo;Docker;Gradle;Homebrew;Kubernetes;Make;Maven (build tool);MSBuild;npm;NuGet;Pip;Podman;Poetry;Prometheus;Splunk;Vite;Webpack;Yarn,Cargo;Docker;Homebrew;Kubernetes;Make;Pip;Podman;Vite,Django;FastAPI;Flask;Node.js;React;Vue.js,Astro;Deno;Django;FastAPI;React,IntelliJ IDEA;Nano;Neovim;Notepad++;Vim;Visual Studio;Visual Studio Code,Nano;Neovim;Visual Studio Code,Anthropic: Claude Sonnet;Gemini (Flash general purpose models);Gemini (Pro Reasoning models),Anthropic: Claude Sonnet;Gemini (Flash general purpose models)
20403,Bash/Shell (all shells);C;C++;Go;HTML/CSS;Java;JavaScript;Kotlin;Python;Rust;Swift;TypeScript,Zig,,,Amazon Web Services (AWS);Ansible;Cargo;Chocolatey;Docker;Firebase;Gradle;Homebrew;Make;MSBuild;npm;NuGet;Pip;Poetry;Vite,,,,Android Studio;Cursor;IntelliJ IDEA;Neovim;Sublime Text;Vim;Visual Studio;Visual Studio Code;Xcode,Zed,Anthropic: Claude Sonnet;Gemini (Flash general purpose models);openAI GPT (chatbot models),
20404,Bash/Shell (all shells);C++;HTML/CSS;Java;JavaScript;Kotlin;Python;SQL;TypeScript,Bash/Shell (all shells);HTML/CSS;Java;Kotlin;Python;SQL;TypeScript,MongoDB;PostgreSQL;Redis;Valkey,PostgreSQL,Amazon Web Services (AWS);Docker;Gradle;Kubernetes;Make;Maven (build tool);npm;Pip;Terraform,Amazon Web Services (AWS);Docker;Gradle;Kubernetes;Make;Pip,Angular;Express;Node.js;Spring Boot;Vue.js,Angular;Express;Node.js;Vue.js,Cursor;IntelliJ IDEA;Visual Studio Code,Cursor;IntelliJ IDEA;Jupyter Notebook/JupyterLab,openAI GPT (chatbot models);openAI Image generating models;openAI Reasoning models,openAI GPT (chatbot models);openAI Image generating models;openAI Reasoning models
20405,Bash/Shell (all shells);HTML/CSS;Java;JavaScript;Kotlin;SQL;TypeScript,Bash/Shell (all shells);HTML/CSS;Java;JavaScript;Kotlin;SQL;TypeScript,PostgreSQL,PostgreSQL,Docker;npm;Podman,Podman,Angular;Spring Boot,Angular;Deno;Spring Boot,Bolt;Cline and/or Roo;IntelliJ IDEA;Lovable.dev;Visual Studio Code;Windsurf,IntelliJ IDEA;Windsurf,Anthropic: Claude Sonnet;Gemini (Flash general purpose models);openAI GPT (chatbot models),Anthropic: Claude Sonnet;Gemini (Flash general purpose models)
20406,,,,,,,,,,,,
20407,,,,,,,,,,,,
20408,Bash/Shell (all shells);HTML/CSS;Java;JavaScript;SQL;TypeScript,Bash/Shell (all shells);HTML/CSS;Java;JavaScript;R;SQL;TypeScript,IBM DB2;Microsoft SQL Server;Oracle;PostgreSQL,Elasticsearch;PostgreSQL,Docker;Maven (build tool);npm;Vercel,Amazon Web Services (AWS);Cloudflare;Docker,React;Spring Boot,React,IntelliJ IDEA;Visual Studio Code,IntelliJ IDEA,Anthropic: Claude Sonnet;Gemini (Flash general purpose models);Gemini (Pro Reasoning models);Meta Llama (all models);openAI GPT (chatbot models),
20409,,,Datomic;Dynamodb;Elasticsearch;Microsoft SQL Server;PostgreSQL;Redis,,Amazon Web Services (AWS);Datadog;Docker;Kubernetes;npm;Pip;Splunk;Terraform;Vite;Webpack,,Node.js;React,,Visual Studio Code,,,
20410,,,,,,,,,,,,
20411,,,,,,,,,,,,
20412,C#;PowerShell,C#;PowerShell,Cosmos DB;Snowflake,Cosmos DB;Snowflake,Chocolatey;Docker;Kubernetes;Microsoft Azure;MSBuild;New Relic;npm;NuGet;Terraform,Chocolatey;Docker;Kubernetes;Microsoft Azure;MSBuild;New Relic;npm;NuGet;Terraform,ASP.NET Core,ASP.NET Core,Notepad++;Visual Studio;Visual Studio Code,Cursor;Notepad++;Rider;Visual Studio;Visual Studio Code,Anthropic: Claude Sonnet;openAI GPT (chatbot models);openAI Image generating models;openAI Reasoning models,Anthropic: Claude Sonnet;openAI GPT (chatbot models);openAI Image generating models;openAI Reasoning models
20413,HTML/CSS;JavaScript;Python;Rust;TypeScript,HTML/CSS;JavaScript;Python;Rust;TypeScript,,,Docker;Kubernetes,Docker;Kubernetes,,,Vim;Visual Studio Code,Vim;Visual Studio Code,,
20414,Bash/Shell (all shells);C;C++;Perl;PowerShell;Python,Rust,,,,,,,Eclipse;Notepad++;Sublime Text;Vim;Visual Studio Code,,openAI GPT (chatbot models);openAI Image generating models,
20415,,,,,,,,,,,,
20416,Bash/Shell (all shells);C;C++;HTML/CSS;JavaScript;Lua;Perl;Python;R;Rust,Lisp;R;Rust,,,Cargo;Cloudflare;Digital Ocean;Homebrew;Make;Pip,Cargo;Make,WordPress,Axum,,,,
20417,C#;HTML/CSS;JavaScript;Kotlin;SQL;TypeScript,C#;JavaScript;SQL;TypeScript,Microsoft SQL Server,Microsoft SQL Server;PostgreSQL,Datadog;Docker;Maven (build tool);Microsoft Azure;MSBuild;npm;NuGet,Docker;Microsoft Azure;MSBuild;NuGet,ASP.NET;ASP.NET Core;React,ASP.NET Core;React,IntelliJ IDEA;Visual Studio;Visual Studio Code,Visual Studio,,
20418,,,,,,,,,,,,
20419,,,,,,,,,,,,
20420,,,,,,,,,,,,
20421,SQL;TypeScript,SQL;TypeScript,PostgreSQL;Redis;Snowflake;Supabase;Valkey,Datomic;DuckDB;PostgreSQL;Redis;Valkey,APT;Datadog;Docker;Google Cloud;Kubernetes;Microsoft Azure;Pip;pnpm;Supabase;Terraform;Vercel;Vite,APT;Docker;Google Cloud;Kubernetes;pnpm;Terraform;Vite,NestJS;Next.js;Node.js;React,NestJS;Node.js;React,Claude Code;Cursor;IntelliJ IDEA;Nano;Visual Studio,Claude Code;Cursor;IntelliJ IDEA;Nano;Windsurf,Anthropic: Claude Sonnet;DeepSeek (R- Reasoning models);openAI GPT (chatbot models);openAI Image generating models;openAI Reasoning models,Anthropic: Claude Sonnet;openAI GPT (chatbot models);openAI Image generating models;openAI Reasoning models
20422,,,,,,,,,,,,
20423,Bash/Shell (all shells);Java;Kotlin;PowerShell;Python;Rust,Assembly;Bash/Shell (all shells);C;Kotlin;PowerShell;Python;Rust;Zig,Elasticsearch;MariaDB;Microsoft SQL Server,MariaDB;Redis,APT;Cargo;Docker;Gradle;Microsoft Azure;Pip;Podman;Poetry,Ansible;APT;Cargo;Docker;Gradle;Kubernetes;Pip;Poetry,,,IntelliJ IDEA;Nano;PyCharm;RustRover;Sublime Text;Vim;Visual Studio Code,IntelliJ IDEA;PyCharm;RustRover;Sublime Text;Visual Studio Code,Anthropic: Claude Sonnet;openAI GPT (chatbot models),Anthropic: Claude Sonnet;openAI GPT (chatbot models)
20424,,,Elasticsearch;PostgreSQL;Redis,PostgreSQL,,,ASP.NET Core;React,ASP.NET Core;React,Neovim;Visual Studio;Visual Studio Code,Visual Studio,Alibaba Cloud Qwen models;DeepSeek (R- Reasoning models);Perplexity Sonar models,Alibaba Cloud Qwen models;DeepSeek (R- Reasoning models);Perplexity Sonar models
20425,C;GDScript;HTML/CSS;JavaScript;Python;Rust;SQL;TypeScript,C;GDScript;HTML/CSS;JavaScript;Python;Rust;SQL;TypeScript,PostgreSQL;Supabase,PostgreSQL;Supabase,Cargo;Docker;Pip;pnpm;Supabase,Cargo;pnpm;Supabase,Svelte,Svelte,PyCharm;RustRover;Visual Studio Code;WebStorm,PyCharm;RustRover;Visual Studio Code;WebStorm,,
20426,C#;Dart;JavaScript;PowerShell;SQL,C#;Dart;JavaScript;PowerShell;Rust;SQL,Microsoft SQL Server;Oracle,Microsoft SQL Server,,,Blazor;jQuery,Blazor,Rider;Visual Studio;Visual Studio Code,Rider;Visual Studio;Visual Studio Code,Mistral AI models;openAI GPT (chatbot models),Mistral AI models;openAI GPT (chatbot models)
